learning_rate,max_depth,n_estimators,reg_alpha,subsample,Run,Rmse,rsq
286,0.001,6,5000,1e-06,0.7,286,0.1264769128738533,0.9096685332925052
287,0.001,6,5000,1e-06,0.9,287,0.12926777450130603,0.9041114904397902
288,0.01,3,100,0.0001,0.5,288,0.45941509331788666,-0.12442636701647714
289,0.01,3,100,0.0001,0.7,289,0.4599435193024518,-0.12030629784265479
290,0.01,3,100,0.0001,0.9,290,0.4593701658931019,-0.11228601576962371
291,0.01,3,100,5e-05,0.5,291,0.45941509331788666,-0.12442636701647714
292,0.01,3,100,5e-05,0.7,292,0.4599435193024518,-0.12030629784265479
293,0.01,3,100,5e-05,0.9,293,0.4593701658931019,-0.11228601576962371
294,0.01,3,100,1e-05,0.5,294,0.45941509331788666,-0.12442636701647714
295,0.01,3,100,1e-05,0.7,295,0.4599435193024518,-0.12030629784265479
296,0.01,3,100,1e-05,0.9,296,0.4593701658931019,-0.11228601576962371
297,0.01,3,100,1e-06,0.5,297,0.45941509331788666,-0.12442636701647714
298,0.01,3,100,1e-06,0.7,298,0.4599435193024518,-0.12030629784265479
299,0.01,3,100,1e-06,0.9,299,0.4593701658931019,-0.11228601576962371
300,0.01,3,1000,0.0001,0.5,300,0.12333519079581425,0.918317718393002
301,0.01,3,1000,0.0001,0.7,301,0.12471402432496102,0.9151861349121309
302,0.01,3,1000,0.0001,0.9,302,0.1257501892995315,0.9107861912467868
303,0.01,3,1000,5e-05,0.5,303,0.12333519079581425,0.918317718393002
304,0.01,3,1000,5e-05,0.7,304,0.12471402432496102,0.9151861355652992
305,0.01,3,1000,5e-05,0.9,305,0.1257501892995315,0.9107861912467868
306,0.01,3,1000,1e-05,0.5,306,0.12333519019964363,0.9183177180459724
307,0.01,3,1000,1e-05,0.7,307,0.12471402432496102,0.9151861355652992
308,0.01,3,1000,1e-05,0.9,308,0.1257501892995315,0.9107861912467868
309,0.01,3,1000,1e-06,0.5,309,0.12333519019964363,0.9183177180459724
310,0.01,3,1000,1e-06,0.7,310,0.12471402432496102,0.9151861355652992
311,0.01,3,1000,1e-06,0.9,311,0.1257501892995315,0.9107861912467868
312,0.01,3,3500,0.0001,0.5,312,0.11914618624291416,0.9240880095092738
313,0.01,3,3500,0.0001,0.7,313,0.12126008341257553,0.9213662119197635
314,0.01,3,3500,0.0001,0.9,314,0.1226236103334261,0.9179713933592213
315,0.01,3,3500,5e-05,0.5,315,0.11914618862739,0.9240880125080073
316,0.01,3,3500,5e-05,0.7,316,0.12126008341257553,0.9213662125127672
317,0.01,3,3500,5e-05,0.9,317,0.1226236103334261,0.9179713933592213
318,0.01,3,3500,1e-05,0.5,318,0.11914618862739,0.9240880123023176
319,0.01,3,3500,1e-05,0.7,319,0.12126008341257553,0.9213662125127672
320,0.01,3,3500,1e-05,0.9,320,0.1226236103334261,0.9179713933592213
321,0.01,3,3500,1e-06,0.5,321,0.11914618862739,0.9240880122767583
322,0.01,3,3500,1e-06,0.7,322,0.12126008341257553,0.9213662125127672
323,0.01,3,3500,1e-06,0.9,323,0.1226236103334261,0.9179713933592213
324,0.01,3,5000,0.0001,0.5,324,0.11962990743096302,0.9239428744474818
325,0.01,3,5000,0.0001,0.7,325,0.12135592420916068,0.9216893683471801
326,0.01,3,5000,0.0001,0.9,326,0.12289304306326541,0.9181653142977904
327,0.01,3,5000,5e-05,0.5,327,0.11962988913122799,0.9239428634473635
328,0.01,3,5000,5e-05,0.7,328,0.12135592420916068,0.9216893688009351
329,0.01,3,5000,5e-05,0.9,329,0.12289304306326541,0.9181653142977904
330,0.01,3,5000,1e-05,0.5,330,0.11962988913122799,0.9239428635558665
331,0.01,3,5000,1e-05,0.7,331,0.1213559259373208,0.9216893739944285
332,0.01,3,5000,1e-05,0.9,332,0.12289304306326541,0.9181653142955274
333,0.01,3,5000,1e-06,0.5,333,0.11962988913122799,0.9239428635558665
334,0.01,3,5000,1e-06,0.7,334,0.1213559259373208,0.9216893739944285
335,0.01,3,5000,1e-06,0.9,335,0.12289304306326541,0.9181653142955274
336,0.01,4,100,0.0001,0.5,336,0.4625824145344386,-0.11629211416157648
337,0.01,4,100,0.0001,0.7,337,0.46254741675095823,-0.10299695959182298
338,0.01,4,100,0.0001,0.9,338,0.46111365444505087,-0.09326476242870507
339,0.01,4,100,5e-05,0.5,339,0.4625824145344386,-0.11629211416157648
340,0.01,4,100,5e-05,0.7,340,0.46254741675095823,-0.10299695959182298
341,0.01,4,100,5e-05,0.9,341,0.46111365444505087,-0.09326476242870507
342,0.01,4,100,1e-05,0.5,342,0.4625824145344386,-0.11629211416157648
343,0.01,4,100,1e-05,0.7,343,0.46254741675095823,-0.10299695959182298
344,0.01,4,100,1e-05,0.9,344,0.46111365444505087,-0.09326476242870507
345,0.01,4,100,1e-06,0.5,345,0.4625824145344386,-0.11629211416157648
346,0.01,4,100,1e-06,0.7,346,0.46254741675095823,-0.10299695959182298
347,0.01,4,100,1e-06,0.9,347,0.46111365444505087,-0.09326476242870507
348,0.01,4,1000,0.0001,0.5,348,0.12225076589133964,0.9187063412166901
349,0.01,4,1000,0.0001,0.7,349,0.12383491470360453,0.9158337532347437
350,0.01,4,1000,0.0001,0.9,350,0.12511367838837736,0.9113389963662571
351,0.01,4,1000,5e-05,0.5,351,0.12225076857363507,0.9187063416454166
352,0.01,4,1000,5e-05,0.7,352,0.12383491470360453,0.9158337532347437
353,0.01,4,1000,5e-05,0.9,353,0.12511367838837736,0.9113389963662571
354,0.01,4,1000,1e-05,0.5,354,0.12225076857363507,0.9187063416454166
355,0.01,4,1000,1e-05,0.7,355,0.12383491470360453,0.9158337532347437
356,0.01,4,1000,1e-05,0.9,356,0.12511367838837736,0.9113389963662571
357,0.01,4,1000,1e-06,0.5,357,0.12225076857363507,0.9187063416454166
358,0.01,4,1000,1e-06,0.7,358,0.12383491470360453,0.9158337532347437
359,0.01,4,1000,1e-06,0.9,359,0.12511367838837736,0.9113389963662571
360,0.01,4,3500,0.0001,0.5,360,0.12061228964489118,0.9216327002087457
361,0.01,4,3500,0.0001,0.7,361,0.12258379830571087,0.9180748151434994
362,0.01,4,3500,0.0001,0.9,362,0.12494075010463138,0.912898814963156
363,0.01,4,3500,5e-05,0.5,363,0.12061304059405296,0.9216243207440489
364,0.01,4,3500,5e-05,0.7,364,0.12258379830571087,0.9180748165782029
365,0.01,4,3500,5e-05,0.9,365,0.12494074822081887,0.9128988149109023
366,0.01,4,3500,1e-05,0.5,366,0.12061305905260437,0.9216243131965374
367,0.01,4,3500,1e-05,0.7,367,0.12258380088907884,0.9180748102889073
368,0.01,4,3500,1e-05,0.9,368,0.1250334225693849,0.9128208213201857
369,0.01,4,3500,1e-06,0.5,369,0.12061305835970192,0.9216243134383293
370,0.01,4,3500,1e-06,0.7,370,0.12258380479475252,0.9180748155520857
371,0.01,4,3500,1e-06,0.9,371,0.1250334225693849,0.9128208213201857
372,0.01,4,5000,0.0001,0.5,372,0.12083190292740173,0.921263737272607
373,0.01,4,5000,0.0001,0.7,373,0.1229036170020016,0.9177321666133448
374,0.01,4,5000,0.0001,0.9,374,0.12530960429698287,0.912549901638712
375,0.01,4,5000,5e-05,0.5,375,0.1208287584861185,0.9213785763359145
376,0.01,4,5000,5e-05,0.7,376,0.12290361228049632,0.917732168377694
377,0.01,4,5000,5e-05,0.9,377,0.12530960429698287,0.9125498997288252
378,0.01,4,5000,1e-05,0.5,378,0.12082877226352108,0.9213785675779194
379,0.01,4,5000,1e-05,0.7,379,0.1229036360394819,0.9177321618581008
380,0.01,4,5000,1e-05,0.9,380,0.1252887946781822,0.9126089989567827
381,0.01,4,5000,1e-06,0.5,381,0.12082876539975569,0.9213785692881838
382,0.01,4,5000,1e-06,0.7,382,0.1229036144046987,0.9177321646284872
383,0.01,4,5000,1e-06,0.9,383,0.1252887946781822,0.9126089989567827
384,0.01,6,100,0.0001,0.5,384,0.46889435098025917,-0.11974810754243714
385,0.01,6,100,0.0001,0.7,385,0.46630970272357963,-0.09920536016603876
386,0.01,6,100,0.0001,0.9,386,0.4653228395954265,-0.08750278762028296
387,0.01,6,100,5e-05,0.5,387,0.46889435098025917,-0.11974810754243714
388,0.01,6,100,5e-05,0.7,388,0.46630970272357963,-0.09920536016603876
389,0.01,6,100,5e-05,0.9,389,0.4653228395954265,-0.08750278762028296
390,0.01,6,100,1e-05,0.5,390,0.46889435098025917,-0.11974810754243714
391,0.01,6,100,1e-05,0.7,391,0.46630970272357963,-0.09920536016603876
392,0.01,6,100,1e-05,0.9,392,0.4653228395954265,-0.08750278762028296
393,0.01,6,100,1e-06,0.5,393,0.46889435098025917,-0.11974810754243714
394,0.01,6,100,1e-06,0.7,394,0.46630970272357963,-0.09920536016603876
395,0.01,6,100,1e-06,0.9,395,0.4653228395954265,-0.08750278762028296
396,0.01,6,1000,0.0001,0.5,396,0.12189634220977204,0.9183840757554191
397,0.01,6,1000,0.0001,0.7,397,0.1258090016427447,0.9143202797641379
398,0.01,6,1000,0.0001,0.9,398,0.12741999625590944,0.9077660808361053
399,0.01,6,1000,5e-05,0.5,399,0.1218963417591579,0.9183840746001831
400,0.01,6,1000,5e-05,0.7,400,0.12580900269442974,0.9143202791473941
401,0.01,6,1000,5e-05,0.9,401,0.12741999625590944,0.907766079898003
402,0.01,6,1000,1e-05,0.5,402,0.1218963417591579,0.9183840741589062
403,0.01,6,1000,1e-05,0.7,403,0.12580900269442974,0.9143202792856626
404,0.01,6,1000,1e-05,0.9,404,0.12741999625590944,0.907766079257198
405,0.01,6,1000,1e-06,0.5,405,0.1218963417591579,0.9183840739285772
406,0.01,6,1000,1e-06,0.7,406,0.12580900269442974,0.9143202792212843
407,0.01,6,1000,1e-06,0.9,407,0.12741999625590944,0.9077660815253898
408,0.01,6,3500,0.0001,0.5,408,0.12186769276828027,0.9190561213273956
409,0.01,6,3500,0.0001,0.7,409,0.1257357942957362,0.9149197357380844
410,0.01,6,3500,0.0001,0.9,410,0.12753854868741368,0.9082142148963902
411,0.01,6,3500,5e-05,0.5,411,0.12185973975914072,0.9190129145633468
412,0.01,6,3500,5e-05,0.7,412,0.12572326714252968,0.9149219987729952
413,0.01,6,3500,5e-05,0.9,413,0.12754103443462939,0.9082551180332425
414,0.01,6,3500,1e-05,0.5,414,0.1218510892587947,0.9190369423624184
415,0.01,6,3500,1e-05,0.7,415,0.12581910884057818,0.9148507755271457
416,0.01,6,3500,1e-05,0.9,416,0.127532135295901,0.9082459898599892
417,0.01,6,3500,1e-06,0.5,417,0.12185006292081467,0.9190593469777296
418,0.01,6,3500,1e-06,0.7,418,0.1258191115895175,0.9148507730289089
419,0.01,6,3500,1e-06,0.9,419,0.1275350772043701,0.908234379548097
420,0.01,6,5000,0.0001,0.5,420,0.12199428890710302,0.9189665432793934
421,0.01,6,5000,0.0001,0.7,421,0.12582070684595761,0.9148388517774017
422,0.01,6,5000,0.0001,0.9,422,0.12758073369169756,0.9082301615313075
423,0.01,6,5000,5e-05,0.5,423,0.12196218867459707,0.9189358983039732
424,0.01,6,5000,5e-05,0.7,424,0.12580895841703113,0.9148456866519091
425,0.01,6,5000,5e-05,0.9,425,0.12758055411183075,0.9082579569940976
426,0.01,6,5000,1e-05,0.5,426,0.12196791972118048,0.9189674076865252
427,0.01,6,5000,1e-05,0.7,427,0.1259164085339866,0.9147566885460767
428,0.01,6,5000,1e-05,0.9,428,0.12758272283887687,0.9082490439045654
429,0.01,6,5000,1e-06,0.5,429,0.12192686673519612,0.9189874805981182
430,0.01,6,5000,1e-06,0.7,430,0.12591071645094584,0.9147572662051118
431,0.01,6,5000,1e-06,0.9,431,0.12757460197348766,0.9082454655936897
432,0.1,3,100,0.0001,0.5,432,0.1274472050002195,0.9145431267490406
433,0.1,3,100,0.0001,0.7,433,0.12715639793671735,0.9095762682873905
434,0.1,3,100,0.0001,0.9,434,0.12600300903597417,0.9104404662626016
435,0.1,3,100,5e-05,0.5,435,0.1274472050002195,0.9145431267490406
436,0.1,3,100,5e-05,0.7,436,0.12715639793671735,0.9095762682873905
437,0.1,3,100,5e-05,0.9,437,0.12600300903597417,0.9104404662626016
438,0.1,3,100,1e-05,0.5,438,0.1274472050002195,0.9145431267490406
439,0.1,3,100,1e-05,0.7,439,0.12715639793671735,0.9095762682873905
440,0.1,3,100,1e-05,0.9,440,0.12600300903597417,0.9104404662626016
441,0.1,3,100,1e-06,0.5,441,0.1274472050002195,0.9145431267490406
442,0.1,3,100,1e-06,0.7,442,0.12715639793671735,0.9095762682873905
443,0.1,3,100,1e-06,0.9,443,0.12600300903597417,0.9104404662626016
444,0.1,3,1000,0.0001,0.5,444,0.12741424804572138,0.9196290066924179
445,0.1,3,1000,0.0001,0.7,445,0.1275744144847829,0.9149152619621621
446,0.1,3,1000,0.0001,0.9,446,0.12551653603890847,0.9154080702946431
447,0.1,3,1000,5e-05,0.5,447,0.1274141930747972,0.9196290210342716
448,0.1,3,1000,5e-05,0.7,448,0.12757445691205355,0.914915266312956
449,0.1,3,1000,5e-05,0.9,449,0.1255165421940808,0.9154080740482101
450,0.1,3,1000,1e-05,0.5,450,0.1274142318260664,0.9196290119679129
451,0.1,3,1000,1e-05,0.7,451,0.1274960775497704,0.9149660115610896
452,0.1,3,1000,1e-05,0.9,452,0.12543696319652772,0.9154714917084193
453,0.1,3,1000,1e-06,0.5,453,0.1274142407190023,0.9196290072371784
454,0.1,3,1000,1e-06,0.7,454,0.1274960775497704,0.9149660115610896
455,0.1,3,1000,1e-06,0.9,455,0.12543696319652772,0.9154714917084193
456,0.1,3,3500,0.0001,0.5,456,0.1284527459443347,0.9183514530334252
457,0.1,3,3500,0.0001,0.7,457,0.12886239000212782,0.9135409275657556
458,0.1,3,3500,0.0001,0.9,458,0.12593418979381577,0.9146491005717724
459,0.1,3,3500,5e-05,0.5,459,0.12850184172857432,0.9183058470939021
460,0.1,3,3500,5e-05,0.7,460,0.12900602960132213,0.9135059821857472
461,0.1,3,3500,5e-05,0.9,461,0.12611124200798235,0.914615006678301
462,0.1,3,3500,1e-05,0.5,462,0.12844432800111216,0.9183956806943264
463,0.1,3,3500,1e-05,0.7,463,0.12914794388488984,0.9137075375610026
464,0.1,3,3500,1e-05,0.9,464,0.12627461602081505,0.9146943496258528
465,0.1,3,3500,1e-06,0.5,465,0.12842671299805944,0.9184137359637746
466,0.1,3,3500,1e-06,0.7,466,0.12932979995118563,0.9136202335537523
467,0.1,3,3500,1e-06,0.9,467,0.12620878791513268,0.9147889035330687
468,0.1,3,5000,0.0001,0.5,468,0.12847984279626065,0.9182774278293537
469,0.1,3,5000,0.0001,0.7,469,0.12886600816607338,0.9135186878677976
470,0.1,3,5000,0.0001,0.9,470,0.1259395360203081,0.9146611532489972
471,0.1,3,5000,5e-05,0.5,471,0.1285222769464096,0.9182702167010592
472,0.1,3,5000,5e-05,0.7,472,0.12902311738132632,0.9134466688152032
473,0.1,3,5000,5e-05,0.9,473,0.126126631600883,0.9146135011283613
474,0.1,3,5000,1e-05,0.5,474,0.1285264507961502,0.9183400659631388
475,0.1,3,5000,1e-05,0.7,475,0.12916758026151573,0.9136854020462903
476,0.1,3,5000,1e-05,0.9,476,0.12630507703704358,0.9146596741670427
477,0.1,3,5000,1e-06,0.5,477,0.1285159150965804,0.9183352133369485
478,0.1,3,5000,1e-06,0.7,478,0.1293511952450041,0.9135904687196295
479,0.1,3,5000,1e-06,0.9,479,0.12623642387331155,0.9147851486453751
480,0.1,4,100,0.0001,0.5,480,0.1286346067803627,0.9071533646438584
481,0.1,4,100,0.0001,0.7,481,0.12563725409874493,0.9084147473897823
482,0.1,4,100,0.0001,0.9,482,0.12640469713253313,0.9043328415312576
483,0.1,4,100,5e-05,0.5,483,0.1286346067803627,0.9071533646438584
484,0.1,4,100,5e-05,0.7,484,0.12563725409874493,0.9084147472253203
485,0.1,4,100,5e-05,0.9,485,0.12640469713253313,0.9043328415312576
486,0.1,4,100,1e-05,0.5,486,0.1286346067803627,0.9071533646438584
487,0.1,4,100,1e-05,0.7,487,0.12563725409874493,0.9084147472253203
488,0.1,4,100,1e-05,0.9,488,0.12640469713253313,0.9043328415312576
489,0.1,4,100,1e-06,0.5,489,0.1286346067803627,0.9071533646438584
490,0.1,4,100,1e-06,0.7,490,0.12563725409874493,0.9084147472253203
491,0.1,4,100,1e-06,0.9,491,0.12640469713253313,0.9043328415312576
492,0.1,4,1000,0.0001,0.5,492,0.13108321572865322,0.9065488312796376
493,0.1,4,1000,0.0001,0.7,493,0.12366785034105011,0.9113446966778472
494,0.1,4,1000,0.0001,0.9,494,0.1262786182115861,0.9070076186352406
495,0.1,4,1000,5e-05,0.5,495,0.13112077454114357,0.906558405742031
496,0.1,4,1000,5e-05,0.7,496,0.12366783512558971,0.9113446769088551
497,0.1,4,1000,5e-05,0.9,497,0.12627862818328117,0.9070076179739229
498,0.1,4,1000,1e-05,0.5,498,0.13112079850399277,0.9065583895202741
499,0.1,4,1000,1e-05,0.7,499,0.12367010730077983,0.9113487511691098
500,0.1,4,1000,1e-05,0.9,500,0.1262786215384124,0.9070076205611337
501,0.1,4,1000,1e-06,0.5,501,0.1311095416538189,0.9065384569335003
502,0.1,4,1000,1e-06,0.7,502,0.1236678424548424,0.9113446845520621
503,0.1,4,1000,1e-06,0.9,503,0.12627863356513033,0.9070075962336284
504,0.1,4,3500,0.0001,0.5,504,0.1310755391546207,0.9065904636121849
505,0.1,4,3500,0.0001,0.7,505,0.12378957641251383,0.911184906286682
506,0.1,4,3500,0.0001,0.9,506,0.12633110926132657,0.9070611367001338
507,0.1,4,3500,5e-05,0.5,507,0.13129160788153196,0.9064464189258493
508,0.1,4,3500,5e-05,0.7,508,0.1237746841882247,0.9111977080041826
509,0.1,4,3500,5e-05,0.9,509,0.12635645181240765,0.9070139845939689
510,0.1,4,3500,1e-05,0.5,510,0.13119395054192062,0.9066227380176891
511,0.1,4,3500,1e-05,0.7,511,0.12384135897443753,0.9111518045743756
512,0.1,4,3500,1e-05,0.9,512,0.1263914452518294,0.907012736645737
513,0.1,4,3500,1e-06,0.5,513,0.1310477858225679,0.9065292415441668
514,0.1,4,3500,1e-06,0.7,514,0.12377885634690922,0.9111673979339091
515,0.1,4,3500,1e-06,0.9,515,0.12635295496960608,0.9070231984744666
516,0.1,4,5000,0.0001,0.5,516,0.13107636145263774,0.9065899768021652
517,0.1,4,5000,0.0001,0.7,517,0.12378945921439205,0.9111848805053561
518,0.1,4,5000,0.0001,0.9,518,0.12633098247985766,0.9070611103515582
519,0.1,4,5000,5e-05,0.5,519,0.1312914147362632,0.9064461490230031
520,0.1,4,5000,5e-05,0.7,520,0.12377437203518665,0.9111979828669493
521,0.1,4,5000,5e-05,0.9,521,0.1263567311041887,0.9070137425193502
522,0.1,4,5000,1e-05,0.5,522,0.1311928974585344,0.9066228733587185
523,0.1,4,5000,1e-05,0.7,523,0.12384138836520849,0.9111518498807712
524,0.1,4,5000,1e-05,0.9,524,0.12639142495707903,0.9070127597306777
525,0.1,4,5000,1e-06,0.5,525,0.13104862700793368,0.9065284791744584
526,0.1,4,5000,1e-06,0.7,526,0.12377917016990507,0.9111673161624444
527,0.1,4,5000,1e-06,0.9,527,0.12635300104216401,0.9070232773918737
528,0.1,6,100,0.0001,0.5,528,0.1321208271790255,0.9095040793984444
529,0.1,6,100,0.0001,0.7,529,0.13256518493273534,0.9046254404882682
530,0.1,6,100,0.0001,0.9,530,0.132279355321509,0.8977811620512535
531,0.1,6,100,5e-05,0.5,531,0.13212082565211514,0.9095040785252069
532,0.1,6,100,5e-05,0.7,532,0.13256518493273534,0.9046254400773224
533,0.1,6,100,5e-05,0.9,533,0.132279355321509,0.8977811608925838
534,0.1,6,100,1e-05,0.5,534,0.13212082565211514,0.909504078213746
535,0.1,6,100,1e-05,0.7,535,0.13256518493273534,0.9046254399833604
536,0.1,6,100,1e-05,0.9,536,0.132279355321509,0.8977811598383973
537,0.1,6,100,1e-06,0.5,537,0.13212082565211514,0.909504078213746
538,0.1,6,100,1e-06,0.7,538,0.13256518689834998,0.9046254391251045
539,0.1,6,100,1e-06,0.9,539,0.132279355321509,0.897781159977481
540,0.1,6,1000,0.0001,0.5,540,0.13155384827418695,0.9105690409113883
541,0.1,6,1000,0.0001,0.7,541,0.13224675274987965,0.9052737876349588
542,0.1,6,1000,0.0001,0.9,542,0.13237312727814252,0.8970443352093584
543,0.1,6,1000,5e-05,0.5,543,0.1315291575147226,0.9105853142138793
544,0.1,6,1000,5e-05,0.7,544,0.13210896477919867,0.9053549934507138
545,0.1,6,1000,5e-05,0.9,545,0.13239935035702494,0.8970075321582753
546,0.1,6,1000,1e-05,0.5,546,0.1314773701916744,0.9106668592573738
547,0.1,6,1000,1e-05,0.7,547,0.13211089835619141,0.9053519012035118
548,0.1,6,1000,1e-05,0.9,548,0.1323895360715774,0.8969707336423716
549,0.1,6,1000,1e-06,0.5,549,0.1314454042624413,0.9108500642397361
550,0.1,6,1000,1e-06,0.7,550,0.13223124718886972,0.9052742457151035
551,0.1,6,1000,1e-06,0.9,551,0.1323603638821215,0.8970190407540868
552,0.1,6,3500,0.0001,0.5,552,0.13155618298865293,0.9105662277774992
553,0.1,6,3500,0.0001,0.7,553,0.1322460458758554,0.9052749102821911
554,0.1,6,3500,0.0001,0.9,554,0.1323728626666646,0.8970457846160791
555,0.1,6,3500,5e-05,0.5,555,0.13152961921692355,0.9105843132723206
556,0.1,6,3500,5e-05,0.7,556,0.1321092896173245,0.9053552817214683
557,0.1,6,3500,5e-05,0.9,557,0.13239923869275974,0.8970089148370142
558,0.1,6,3500,1e-05,0.5,558,0.13147765513633133,0.9106669477173466
559,0.1,6,3500,1e-05,0.7,559,0.13211090769802356,0.9053520349507745
560,0.1,6,3500,1e-05,0.9,560,0.13238916972420814,0.8969708966491448
561,0.1,6,3500,1e-06,0.5,561,0.13144540634745178,0.9108498420038272
562,0.1,6,3500,1e-06,0.7,562,0.13222991374915144,0.9052754902256662
563,0.1,6,3500,1e-06,0.9,563,0.13236024720872921,0.8970193454030324
564,0.1,6,5000,0.0001,0.5,564,0.13155625990933173,0.9105663160443017
565,0.1,6,5000,0.0001,0.7,565,0.13224593270005108,0.9052750215056284
566,0.1,6,5000,0.0001,0.9,566,0.13237263626100287,0.8970463678499726
567,0.1,6,5000,5e-05,0.5,567,0.13152962654314176,0.9105843164397502
568,0.1,6,5000,5e-05,0.7,568,0.13210907315465764,0.9053555017244814
569,0.1,6,5000,5e-05,0.9,569,0.13239928011331922,0.8970089039003283
570,0.1,6,5000,1e-05,0.5,570,0.13147772817361802,0.9106669476309625
571,0.1,6,5000,1e-05,0.7,571,0.13211084455987007,0.905352199995931
572,0.1,6,5000,1e-05,0.9,572,0.13238917590222138,0.8969708279697022
573,0.1,6,5000,1e-06,0.5,573,0.13144522019956645,0.9108499749767028
574,0.1,6,5000,1e-06,0.7,574,0.13222984812027533,0.9052755997786573
575,0.1,6,5000,1e-06,0.9,575,0.13236020843943117,0.8970193682403393
